miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	84257	7121.677422	N
hsa-let-7a-2	84637	7153.796266	Y
hsa-let-7a-3	84688	7158.106953	N
hsa-let-7b	126968	10731.750939	N
hsa-let-7c	72355	6115.681425	Y
hsa-let-7d	3031	256.190041	N
hsa-let-7e	6274	530.299015	N
hsa-let-7f-1	21422	1810.657556	N
hsa-let-7f-2	21585	1824.434850	N
hsa-let-7g	3289	277.997045	N
hsa-let-7i	3205	270.897090	N
hsa-mir-1-1	5	0.422616	N
hsa-mir-1-2	3	0.253570	N
hsa-mir-100	27412	2316.951962	N
hsa-mir-101-1	33297	2814.371425	N
hsa-mir-101-2	33827	2859.168759	N
hsa-mir-103a-1	57348	4847.240666	Y
hsa-mir-103a-2	57457	4856.453703	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	1016	85.875645	N
hsa-mir-105-2	1062	89.763716	N
hsa-mir-106a	178	15.045143	Y
hsa-mir-106b	2353	198.883262	N
hsa-mir-107	352	29.752192	Y
hsa-mir-10a	612	51.728243	N
hsa-mir-10b	283855	23992.353687	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	30	2.535698	N
hsa-mir-1180	247	20.877248	N
hsa-mir-1181	2	0.169047	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	1	0.084523	N
hsa-mir-1185-2	1	0.084523	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	1	0.084523	N
hsa-mir-1224	19	1.605942	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	11	0.929756	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	7	0.591663	N
hsa-mir-1229	3	0.253570	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.084523	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	107	9.043990	N
hsa-mir-124-2	100	8.452327	N
hsa-mir-124-3	102	8.621374	N
hsa-mir-1243	4	0.338093	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	14	1.183326	N
hsa-mir-1248	3	0.253570	N
hsa-mir-1249	74	6.254722	N
hsa-mir-1250	1	0.084523	N
hsa-mir-1251	24	2.028559	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	1	0.084523	N
hsa-mir-1254-2	0	0.000000	N
hsa-mir-1255a	2	0.169047	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	1	0.084523	N
hsa-mir-125a	3116	263.374519	N
hsa-mir-125b-1	10375	876.928958	N
hsa-mir-125b-2	10596	895.608602	N
hsa-mir-126	14600	1234.039787	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	6	0.507140	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	1	0.084523	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	15	1.267849	N
hsa-mir-1267	1	0.084523	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	0	0.000000	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	3398	287.210082	N
hsa-mir-1270	3	0.253570	N
hsa-mir-1271	41	3.465454	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	8	0.676186	N
hsa-mir-1277	6	0.507140	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	10323	872.533748	N
hsa-mir-128-2	5691	481.021947	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	1	0.084523	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	46	3.888071	N
hsa-mir-1288	6	0.507140	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	144	12.171351	N
hsa-mir-129-2	154	13.016584	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	2	0.169047	N
hsa-mir-1292	2	0.169047	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	2	0.169047	N
hsa-mir-1295a	0	0.000000	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	312	26.371261	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	27	2.282128	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	87	7.353525	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	1	0.084523	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	102	8.621374	N
hsa-mir-1307	4574	386.609451	N
hsa-mir-130a	609	51.474673	N
hsa-mir-130b	340	28.737913	N
hsa-mir-132	603	50.967534	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	1	0.084523	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	6	0.507140	N
hsa-mir-133a-2	4	0.338093	Y
hsa-mir-133b	1	0.084523	Y
hsa-mir-134	1096	92.637507	N
hsa-mir-1343	8	0.676186	N
hsa-mir-135a-1	135	11.410642	N
hsa-mir-135a-2	110	9.297560	N
hsa-mir-135b	18	1.521419	N
hsa-mir-136	140	11.833258	N
hsa-mir-137	299	25.272459	N
hsa-mir-138-1	139	11.748735	N
hsa-mir-138-2	78	6.592815	N
hsa-mir-139	2487	210.209380	N
hsa-mir-140	8514	719.631147	N
hsa-mir-141	10	0.845233	N
hsa-mir-142	1382	116.811163	N
hsa-mir-143	67395	5696.445991	N
hsa-mir-144	1196	101.089835	N
hsa-mir-145	2030	171.582244	N
hsa-mir-1468	28	2.366652	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	538	45.473521	N
hsa-mir-146b	598	50.544917	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	1	0.084523	N
hsa-mir-148a	3152	266.417357	N
hsa-mir-148b	651	55.024651	N
hsa-mir-149	1076	90.947042	N
hsa-mir-150	1058	89.425623	N
hsa-mir-151a	10058	850.135081	N
hsa-mir-151b	9	0.760709	N
hsa-mir-152	886	74.887620	N
hsa-mir-153-1	214	18.087980	N
hsa-mir-153-2	2802	236.834211	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	0	0.000000	N
hsa-mir-1539	2	0.169047	N
hsa-mir-154	31	2.620221	N
hsa-mir-155	149	12.593968	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	754	63.730548	N
hsa-mir-15b	845	71.422166	N
hsa-mir-16-1	853	72.098352	N
hsa-mir-16-2	850	71.844782	N
hsa-mir-17	2089	176.569118	Y
hsa-mir-181a-1	22499	1901.689122	N
hsa-mir-181a-2	55324	4676.165561	N
hsa-mir-181b-1	2598	219.591464	N
hsa-mir-181b-2	2548	215.365300	N
hsa-mir-181c	5248	443.578137	N
hsa-mir-181d	548	46.318754	N
hsa-mir-182	336794	28466.931241	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	107730	9105.692211	N
hsa-mir-184	63	5.324966	N
