miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	40792	9138.082902	N
hsa-let-7a-2	41005	9185.798426	Y
hsa-let-7a-3	41405	9275.405044	N
hsa-let-7b	41180	9225.001322	N
hsa-let-7c	34797	7795.103715	Y
hsa-let-7d	1654	370.523365	N
hsa-let-7e	6661	1492.174206	N
hsa-let-7f-1	14599	3270.417540	N
hsa-let-7f-2	14716	3296.627476	N
hsa-let-7g	3012	674.737833	N
hsa-let-7i	1910	427.871601	N
hsa-mir-1-1	53	11.872877	N
hsa-mir-1-2	58	12.992960	N
hsa-mir-100	29867	6690.702148	Y
hsa-mir-101-1	60181	13481.539693	N
hsa-mir-101-2	60224	13491.172404	N
hsa-mir-103a-1	50158	11236.221862	Y
hsa-mir-103a-2	49999	11200.603232	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	253	56.676186	N
hsa-mir-105-2	267	59.812418	N
hsa-mir-106a	117	26.209936	Y
hsa-mir-106b	1433	321.015709	N
hsa-mir-107	464	103.943677	Y
hsa-mir-10a	350	78.405791	N
hsa-mir-10b	121875	27302.016418	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	4	0.896066	N
hsa-mir-1180	361	80.869973	N
hsa-mir-1181	0	0.000000	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	5	1.120083	N
hsa-mir-1185-2	5	1.120083	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	5	1.120083	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	1	0.224017	N
hsa-mir-1224	120	26.881985	N
hsa-mir-1225	2	0.448033	N
hsa-mir-1226	8	1.792132	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	5	1.120083	N
hsa-mir-1229	12	2.688199	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	1291	289.205360	N
hsa-mir-124-2	1335	299.062088	N
hsa-mir-124-3	1336	299.286104	N
hsa-mir-1243	2	0.448033	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	17	3.808281	N
hsa-mir-1248	2	0.448033	N
hsa-mir-1249	97	21.729605	N
hsa-mir-1250	4	0.896066	N
hsa-mir-1251	113	25.313870	N
hsa-mir-1252	1	0.224017	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	0	0.000000	N
hsa-mir-1254-2	1	0.224017	N
hsa-mir-1255a	2	0.448033	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	16	3.584265	N
hsa-mir-125a	2742	614.253366	N
hsa-mir-125b-1	11927	2671.845332	N
hsa-mir-125b-2	12389	2775.340976	N
hsa-mir-126	6565	1470.668618	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	4	0.896066	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	4	0.896066	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	4	0.896066	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	5	1.120083	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	12496	2799.310746	N
hsa-mir-1270	4	0.896066	N
hsa-mir-1271	43	9.632711	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	1	0.224017	N
hsa-mir-1276	2	0.448033	N
hsa-mir-1277	5	1.120083	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	13231	2963.962906	N
hsa-mir-128-2	9460	2119.196515	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	1	0.224017	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	68	15.233125	N
hsa-mir-1288	3	0.672050	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	2958	662.640940	N
hsa-mir-129-2	3286	736.118367	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	2	0.448033	N
hsa-mir-1292	2	0.448033	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	1	0.224017	N
hsa-mir-1295a	4	0.896066	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	338	75.717592	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	83	18.593373	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	60	13.440993	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	0	0.000000	N
hsa-mir-1305	1	0.224017	N
hsa-mir-1306	59	13.216976	N
hsa-mir-1307	4230	947.589985	N
hsa-mir-130a	359	80.421940	N
hsa-mir-130b	108	24.193787	N
hsa-mir-132	2506	561.385462	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	59	13.216976	Y
hsa-mir-133a-2	52	11.648860	Y
hsa-mir-133b	9	2.016149	Y
hsa-mir-134	2499	559.817346	N
hsa-mir-1343	32	7.168529	N
