id	filename	md5	size	state
553abd08-4f08-4084-8d2e-8a56d6d6e120	c074af13-a603-41f3-9537-375897680aaa.mirbase21.mirnas.quantification.txt	eb1c1b04e6ffd28bfa64d14ac2d1f86c	50333	released
f316e253-bb84-4c26-a1ef-1df6c5b679b1	8740ca44-992a-4b58-b35f-0442f3ec2851.mirbase21.mirnas.quantification.txt	f41ec5201d4837a5f8d96b55d51c929f	50366	released
4db49f5a-4675-41f2-af9b-66cd8cab43cd	4143f94b-0830-4d72-bbd2-c331f1829ebe.mirbase21.mirnas.quantification.txt	5052a8ca3bc537b10b47c012840b60a0	50217	released
645d6a17-34c1-4af0-9786-55aad23f64e7	8fda075d-53f7-4d62-9b5f-17ba754e3b5a.mirbase21.mirnas.quantification.txt	506c2ec1584f9b2a879ca24b29cf4bda	50227	released
25887338-b88d-4b8a-90a5-4b268fed148f	4b694316-e8be-4dad-962f-a0f1b063ac9b.mirbase21.mirnas.quantification.txt	00f4306d31023fdeb8f52c618977e28a	50135	released
17b9f0f0-b59b-4fd1-bf48-80d319ee27ff	774aebfe-dbba-49c4-9343-0bf4f4933e73.mirbase21.mirnas.quantification.txt	7d81d329f72d8d92a4a856b39dd84f0d	50332	released
05352d5f-6570-4926-8c20-2c14751c3f2d	0d0cb174-ebde-4b75-b2fb-48a1b47f3c96.mirbase21.mirnas.quantification.txt	5bb59455a209117dd7397404b21cd879	50233	released
decf86c1-c5d2-4dd0-99fd-91b17c1e55c8	58bdd742-852d-4be8-9984-560c97920550.mirbase21.mirnas.quantification.txt	2792f8d1fa88504ae0e516e788ad271c	50214	released
56b17f0f-88ff-4b8e-9650-026e7e118239	a454e5bb-f633-4a6e-ad67-1d0effe7b352.mirbase21.mirnas.quantification.txt	9275920669b0d316cf7502cf9cbae178	50112	released
b5d660fd-da9a-44b3-8ccf-b7777ffefca2	f4a97737-76b9-4b64-adb4-c3af80c9b09a.mirbase21.mirnas.quantification.txt	4cc8e10b7cc1845dbb0c9db904b5c6bb	50285	released
42ac847d-71cc-468d-88b0-9cc65c38e241	5a702802-ba49-44e6-aca2-ce2b71c7c0dc.mirbase21.mirnas.quantification.txt	1e28225033797f5594aa4f512ea30ba5	50388	released
f24e9b24-0705-4542-95c6-dda3e9b1b55a	7b7d84be-ef09-4af7-9c6d-845c936f8477.mirbase21.mirnas.quantification.txt	f9697334466982431e869c9b2200d695	49998	released
6f335026-6df0-43f8-8076-fb6534e4420f	17734bbe-d8b7-43d8-abe1-9fad8468c264.mirbase21.mirnas.quantification.txt	df4221a8c503d50278cef6f758e28dc6	50253	released
0fe319f2-7a4f-4732-a488-f96c9db8a0dd	b713d673-b8a4-443c-b569-55a3c343b0f3.mirbase21.mirnas.quantification.txt	e264fe64d952b50be8d7e879072ddd46	50017	released
2a30b4b5-e925-469c-8555-9cc602ea4e1f	edd4b22b-6ffb-48c7-bcca-7aa6f0cc4ad5.mirbase21.mirnas.quantification.txt	e09aebd6683b39c1c690d0666ed288d6	50038	released
28bfa617-bafe-40fe-ae7b-fca66584b7cf	d7b87911-9d07-4f76-b450-d7b0896b675c.mirbase21.mirnas.quantification.txt	58c0cb4fed8226ab7137afef6b227eca	50394	released
6bf7f596-c9b0-452c-a8fb-8067d42f1936	cfcccec6-5ece-4b90-964d-e3446a8b03a3.mirbase21.mirnas.quantification.txt	b09a49ba9f26626d8162c0da167b6129	50427	released
bc30ca6a-982b-4ba1-85a2-2e4adeba535a	4f3dbf34-7147-4ae2-a874-f6755480a72a.mirbase21.mirnas.quantification.txt	9c0a5525664525b2751ed5639d0bc0b0	50208	released
7fdf1402-fbd8-4d8e-9b84-e4a01495f3f8	93430c10-3c95-4e41-9291-e0678fc8738c.mirbase21.mirnas.quantification.txt	6cb1040e03c97227b678a4e6030cc973	50305	released
d716a9e8-f98d-4bb4-8cea-9d8cbe3f9838	b7564dd7-6455-4b84-af8e-d724c2c308ef.mirbase21.mirnas.quantification.txt	abb8e80cae4ab0bd078afce08f8de565	50542	released
c2b7c87a-5508-424e-ba34-fe3d859ceca1	8ba0abab-da20-45a8-97c9-d53036c9e44f.mirbase21.mirnas.quantification.txt	3f60499c9b6576da373ef3ef0539795d	50230	released
0d8cc2b6-69bc-446c-82b3-9367cf14be7f	f59bd4e6-c154-4509-be7c-0aec2fb61875.mirbase21.mirnas.quantification.txt	3ca510f2a08dabe863b4f5f19ceacc28	50136	released
48e35d76-273a-4dd7-ad6a-cd740e109921	beabc7a5-9a42-4aa7-9282-630f4f090e8c.mirbase21.mirnas.quantification.txt	e60d8aea73b82891b3c93c927ce80b04	50203	released
296936b9-d038-44f8-bebc-ed5b7c4b2c38	0cf6e812-a0dc-411b-96b2-92ad36bb00d9.mirbase21.mirnas.quantification.txt	4a82e2008ff0085f89144adf99d9a551	50279	released
99359a4e-5bd3-4a80-99a4-f00be159e0ea	0ef8f5bc-f13d-4053-b0e2-35b6e127e89a.mirbase21.mirnas.quantification.txt	58df0cef00efadc7e42b836eab48d841	50138	released
28c996b2-5e2d-4a48-a4e0-dd910f8599ab	a433ddc2-90cd-4442-9342-24b820a13332.mirbase21.mirnas.quantification.txt	b0b6f801a80350371c5a678c96a28c58	50118	released
b0db14c6-8cc3-4950-8ce9-fac9d5e6d666	19ff5c40-5fe4-444e-9a03-bf7e83a4ae71.mirbase21.mirnas.quantification.txt	0f0f9200d99a7707aa4026b1e8b4ba27	50033	released
8753cc4b-0f5d-409a-a3b2-acf39fc7358b	130cd04a-2901-4607-a539-0e1fe966e367.mirbase21.mirnas.quantification.txt	25b64529dfacdcddc1b83dc9963a757e	50291	released
6ab1f388-28e9-4b2c-bbdf-8383ef18b83c	b2279a60-8da0-4184-924a-ed810d00a751.mirbase21.mirnas.quantification.txt	efa132b358f4c4f7ab01341513f93714	50379	released
7843d077-04e2-41d2-bd64-73edd83e9c1f	b617d9fc-0048-46ae-b703-b19200168d00.mirbase21.mirnas.quantification.txt	f38515b4fa695ec60f9f9adb0d153764	50104	released
bfdfa11e-b19b-4ee5-bed0-227a627ab1f3	96fa52af-a23f-4561-88a2-72b4b1e031cc.mirbase21.mirnas.quantification.txt	dd2fe01032a2f06b41471b32aa236ac3	50210	released
7e7d3e1a-8f9b-4f1b-9f5e-8ac64d308dfa	940f380b-9a47-4e46-b1cb-3c60882d3765.mirbase21.mirnas.quantification.txt	bbe03e861e57194bed34752a865acb15	50179	released
92ad661c-b2ed-40fe-9289-5213a97271a7	d9dc0777-5db7-4afa-bcfc-e047558e529b.mirbase21.mirnas.quantification.txt	f5b9418b5baa2808769956ccf8740671	50176	released
b8647788-d1b1-406d-baa6-607fb43d8056	cd88d4aa-99b6-495e-97fb-1a062aed48a2.mirbase21.mirnas.quantification.txt	14953e1ef282afd09095e3aab10d2748	50054	released
6c5a866a-42ea-42cf-a845-7c82170c19c7	e144072b-3b30-4530-a4fb-8d2be959f754.mirbase21.mirnas.quantification.txt	3935d2ffc5b97f965bf780cbc23eb79f	50162	released
8c2ea0f3-474f-47f4-9900-d708e14e244c	884f8b59-5fa4-4654-b7e0-2da583edb973.mirbase21.mirnas.quantification.txt	7bf46e5b375b9dc64dc2fa2a1cf8c155	50173	released
85df6b0d-d432-4215-aabd-39cdff61d3c2	eeb0663a-fdb3-4b92-9c9a-5ef2cacba6b3.mirbase21.mirnas.quantification.txt	2c5b5e61d14a1585d7d8f78ca04bfd8b	50249	released
3b7583b0-9f6c-48d6-b3af-e19832bf2d9f	0f4ac580-9347-4e38-a519-35ee339565a3.mirbase21.mirnas.quantification.txt	ce18bb8e4a4d4271116a331d729a8020	50352	released
457906f2-5c59-46a7-abdc-1ebce70de203	34986f2c-d62b-4941-b635-a821ce898332.mirbase21.mirnas.quantification.txt	425d76fbae675527e04a637b9c3196a2	50140	released
19685baf-1d13-459b-9024-f5452054a6e7	bdbef11e-3900-4bb9-b23e-d90303c82418.mirbase21.mirnas.quantification.txt	c2677a555dd5ebfab75851e772d91ce7	50361	released
1e325442-a40b-4f63-861a-ea4083cf7099	36fbbc31-27f4-46da-aaf3-5acde446e648.mirbase21.mirnas.quantification.txt	df03aff0a7761fb6e51c7196a6afe0a2	50265	released
0d0092fd-33be-4e11-93e8-42f353fbb8d1	c4522fee-64e6-41c1-9079-98bb14c7ebbb.mirbase21.mirnas.quantification.txt	a8ea0a8435892d000392403a6050a15a	50139	released
4d6a370d-5a30-4f34-b8ff-d4490afcec73	d2ce94aa-73c0-4789-b5dd-442bc4f7125a.mirbase21.mirnas.quantification.txt	f5def9d77ab4f3f4253049e90f52b272	50222	released
7f660b4e-d8f6-40fe-af08-ff2b5c658026	5bfab9e3-8ca3-4d98-be06-d6110aa8bb4c.mirbase21.mirnas.quantification.txt	f04bf67aa57666b40ca7194d9ded9937	50098	released
f0101ef7-d3f7-458a-aa7e-77e68abb1cce	ca7d470c-8ce2-48fa-86c8-03d39a3f12d0.mirbase21.mirnas.quantification.txt	cdd1ae6e97fddccc9e91cfdd40ab96a2	50223	released
46113f4d-f105-4057-9ae7-27f4e0f60abe	e635ec45-ee5a-4fe8-b1ec-83dd075064d4.mirbase21.mirnas.quantification.txt	29cbc475df42b869dac9c3f9b4745d73	50128	released
4bf14da6-816b-4ded-a43c-6156560da9f6	518c956a-abf6-4ad1-9209-7d0263ebe471.mirbase21.mirnas.quantification.txt	2252f76254f7b33734586aa30e24e58a	50280	released
bfe0c894-09d6-47ee-8334-23f81a23e1d4	5b415428-f61f-4a40-8a97-a94eb5256fe9.mirbase21.mirnas.quantification.txt	e346601267cd28ab1122341438724b1a	50176	released
18ed43a1-e364-4a61-83c7-4d62392e0aa0	a6641781-4674-4068-a561-fb1be192eac0.mirbase21.mirnas.quantification.txt	b00366144a8e33672a051e2cc6be39d8	50378	released
588e3a31-b4c2-41ed-bb23-5ffa1c150ec7	12d955e2-b84c-4adf-b08a-4a27a6174f8f.mirbase21.mirnas.quantification.txt	99be112ac2107c10c08a6e0946e2e574	50226	released
eb9b4f6f-ef2e-4bdb-b4c9-354ca9b30af6	17baa13d-9eca-41cf-864c-b26978d8a563.mirbase21.mirnas.quantification.txt	26cbd3452d2e2cef79c3d08cb55dabef	50188	released
4805e3d7-409d-41c9-b7a8-12614c50d354	f4e000ed-f688-4bf1-8c80-eb30a9636cd2.mirbase21.mirnas.quantification.txt	19c289a6003ef3c4de1813002a413429	50131	released
86bbc63c-70a5-4d2c-bdea-f9de18f8b510	97fb1d84-7fa0-4fa9-b5ed-c370cb774c6f.mirbase21.mirnas.quantification.txt	18adc46a4854055ec172a3da1a3235d4	50050	released
54283490-47a5-4176-baa7-a8d99ec0aed7	29cb59d1-59ba-4fc8-8783-0a3cea827132.mirbase21.mirnas.quantification.txt	582e01a92942e6c522f50e4e2eb65b65	50232	released
2036698c-6928-49d5-b536-d5ba34d319e6	b76eea33-d9ec-4265-a346-6d8dc037882a.mirbase21.mirnas.quantification.txt	80860e5f41b45b9e4056a486c6877e97	50329	released
41dbd6ab-871d-4ee4-be13-392b4995f6ce	2fe32bd1-797d-4614-b974-8e462d99ca2a.mirbase21.mirnas.quantification.txt	e48ac8622973f7d5483ad6aa2cd2f862	50003	released
5bcf4341-9360-4904-9dd9-6a43bdfa931c	563883e4-45e2-4fdd-baf4-c656ee51191e.mirbase21.mirnas.quantification.txt	440b1257f944b7907c9df75991f19a48	50170	released
e02c1321-88a2-43f5-9203-a56454e346df	7972bd60-cce8-49c5-adc5-471e9f20f4ca.mirbase21.mirnas.quantification.txt	664d060ecde8937b3f7e96461a409a36	50200	released
4df97655-744a-405b-864d-1ed885a3c733	7565ff66-3ca8-42cc-9c84-fa5db304c850.mirbase21.mirnas.quantification.txt	4b8fcf2f6f4c04d8b7aa3c0017f63ea2	50145	released
4eea0701-8708-4c93-9f63-79ea480031f3	7c28a756-8d41-4077-9c6c-dfabe24078ed.mirbase21.mirnas.quantification.txt	a2db7d2b11ffe1e43a6be5d2a4797371	50229	released
418c3046-4557-4d8c-aa82-efb372a04b44	b60aae02-5a04-4ee4-85ac-338a38b9c6ea.mirbase21.mirnas.quantification.txt	937d499a6f19fb257e3e449ec5448947	50201	released
3e4b3c1f-cbb8-487f-9c9e-01291970ade3	03f9932a-cfee-4671-8128-0110f58168e8.mirbase21.mirnas.quantification.txt	c2265d16c089e29eebbd31ab449a2eac	50306	released
2184f692-a3ba-45c3-baf4-734fd4332f35	7338f263-0842-4c79-9363-84a67a8e5a1a.mirbase21.mirnas.quantification.txt	6745dbc94cee3bed6349493a3f0f4a60	50247	released
25bc9363-e25e-4b4a-9d57-a70b867716b1	e7a00fda-0d05-468f-b6a0-18653e961da7.mirbase21.mirnas.quantification.txt	06564e7ed66d0e9c568157be42cc480c	50130	released
0051d081-c264-4d60-b4fd-a203ef7ef087	183b24a1-dc9a-4078-bf01-4633823704d0.mirbase21.mirnas.quantification.txt	e320da76e61fd649cef6e45399fff0da	50275	released
7c022118-2af0-4ef0-9b1f-98a683ea6e75	f9a3b84f-3b73-4f5f-8b68-1aa1fa553ee7.mirbase21.mirnas.quantification.txt	c23e0ab5bc3f6192cbd596350eb702ec	50252	released
8b55e14a-5fc7-4553-829a-ff02fe0f8f7f	d34c831f-a2f6-4dbc-aef0-34a75b21e0ba.mirbase21.mirnas.quantification.txt	bfa697e77d7d8019ff76dd8d218690bb	50244	released
2bd8a058-6019-49bc-a56b-42fd8b227db7	a676f98c-182c-4373-b71c-f2b5c15b747d.mirbase21.mirnas.quantification.txt	d85457086f586240aa926cb1c2857fc5	50113	released
eee52d5b-7be0-4795-88c9-75dc2645891f	b63457cd-6aa6-43f9-9bec-be3037c0ceb5.mirbase21.mirnas.quantification.txt	1f58c980fd8b075e81835f9c62ad97ae	50133	released
8bc460ad-95cc-4a56-9e1a-8173ae6b1259	fcdd9d98-1f11-4d78-a03c-98ff4a546b81.mirbase21.mirnas.quantification.txt	c65e04a66557139427c6caa476106442	50261	released
45530049-cc5a-431b-a424-3664a4e9692d	532b8238-48d7-4d3c-8630-aab0933dc2f3.mirbase21.mirnas.quantification.txt	09a14358ed7fb34cde70f37d694eb4dc	50159	released
b67087c7-8a60-45e5-8087-4f442e8aa72d	bf3f3e1b-6b11-402e-8102-3aaa068810f7.mirbase21.mirnas.quantification.txt	697264f83aa706a532574cad1fd978cf	50216	released
4f8f52e4-1a81-42a0-88a5-41e87b6be678	d5a46638-6cfc-4309-9190-5cf0066f5f01.mirbase21.mirnas.quantification.txt	a3787b2a4824cf73ad5a7ae1ec9ea52f	50134	released
a7f8eb90-be36-499a-924a-8cd1aaa5fb20	1cc5e4d0-eb05-456b-ab19-a1091df50f16.mirbase21.mirnas.quantification.txt	eebfbf2c45916f2d73da1cbc92e1c1dd	50202	released
de3a4d13-6a5d-4943-8b84-bffaa2410c27	e667bd43-c93e-4223-b968-2899f7160409.mirbase21.mirnas.quantification.txt	2373f5d74023c8e88619b2976f4263e3	50217	released
0db85fe0-94d6-4b8d-bff4-d69aea8a0806	7e26df57-482c-4bd6-bd8c-4ecd4dea8788.mirbase21.mirnas.quantification.txt	2bf22f8aee8aa51d0282afa7d05f1cb4	50171	released
b7288a82-31a9-4c2a-bbcb-3f45d2901d55	a0000369-4b42-4ac9-a92f-07ba03ed2826.mirbase21.mirnas.quantification.txt	b60dc70df529713976106cd92f1d7aef	50282	released
e09d0370-46e4-41ea-9fa4-7f0a39195507	55931ce9-539b-4b4c-9cdc-0451dfde9336.mirbase21.mirnas.quantification.txt	29110a6ebc2acb5927d518f34d491e30	50124	released
0f2d2670-8b6b-43b7-a82a-8cf0c6ba7a77	d30ca62b-ad24-49dd-be75-9b510fc57bd9.mirbase21.mirnas.quantification.txt	b41038350a4f6dbde788c509617d1ff0	50287	released
a3361ee3-2e6f-48e7-a526-e6d1b1aa6d75	ca4ba8e9-dac8-468b-998c-f4ec259c472d.mirbase21.mirnas.quantification.txt	815568a18319752aad555c58d01fbe6e	50298	released
af0d61e8-9271-4a3a-8a25-b4417323043d	e19e25fc-d85f-4caa-a22d-d48a461a735d.mirbase21.mirnas.quantification.txt	8ddb25bae6c568f4e19bcce6f653cb85	50271	released
c58f9425-5789-4c8c-8bda-5e75ba382783	f06141f1-fb18-4bc2-b556-c4c64e35436f.mirbase21.mirnas.quantification.txt	9f2194be19bbc26447c5e09e9eac4da1	50346	released
a82435ff-b4dc-4e27-8864-8dffec520b68	58164646-d342-4c39-a70d-942f8fb7b663.mirbase21.mirnas.quantification.txt	92c7b11966a1e87dfd2482d0f91c18a4	50260	released
76c7c7b9-0ea8-4a26-bcf4-ad15da31c05d	d261492c-49be-4689-b196-43a1c65d7245.mirbase21.mirnas.quantification.txt	b37f214706e71d0cc228deff36781652	50079	released
d51d209c-1403-49e9-a9b7-3c36659b64a9	4f80ab99-6719-4626-92bc-c90a1b1ed724.mirbase21.mirnas.quantification.txt	53412654995abbe9242b0416231491a1	50271	released
b17acaf8-5eb3-40f8-bd9f-59d659f0bbd5	01d9dfa7-e2e8-48d3-810a-bbf3a371528c.mirbase21.mirnas.quantification.txt	bca03a29b41dc8bf98fc8313c6d43843	50583	released
5a16cf9e-4362-4731-82ae-fb0fb1a4c577	ec17c3d7-4407-437c-ba66-3a94ec8d9737.mirbase21.mirnas.quantification.txt	06e2ac8fcfb080ba12755701edaae2c1	50152	released
262e5aa4-6892-4d82-9cee-99be4b6232bc	75114e6a-dd8c-490c-99c0-a8adfb45eedf.mirbase21.mirnas.quantification.txt	22362f2b674e8fbd83a1d0aeb339aecf	50093	released
e9c2b7e2-8a60-474f-97b0-1a153a47757b	64d93d29-2669-4ad4-bc6e-6bf6f2baeca2.mirbase21.mirnas.quantification.txt	b19dd19f350c3fc216791799a472f296	50273	released
0d11e213-5ddf-4d0a-9987-f9d0a3056f3a	77ae449d-5c8a-49f7-a1c7-aea75de69a5d.mirbase21.mirnas.quantification.txt	557809bc71ec2cc8a5b6fe6306b354c5	50121	released
cefd5b49-420f-4611-916b-7a4b7fda6fba	9b82465b-2375-4ff8-83b1-983a9755e440.mirbase21.mirnas.quantification.txt	706eaf82ee409cd3110fa7a8e1005b8a	50264	released
5a60bc87-bd7f-4e42-bdd5-cdb6af087758	25cd83f0-ad99-4dd7-8a85-371a6ebbd24c.mirbase21.mirnas.quantification.txt	04ef90b2d3acb45ffc4f8646d3afcf5d	50211	released
0759b027-a95e-4679-9262-cd32edbc9490	65cbd9ab-00e2-4d33-8e95-3f28fe202230.mirbase21.mirnas.quantification.txt	3b15a993f76a53d39d6c5f2db0a2bcb9	50411	released
83b2db75-facd-476a-ad40-6181717b928c	8d863205-e9c7-4292-a70a-6c7632e79619.mirbase21.mirnas.quantification.txt	00b0f586515c71e7f16a620f173371a6	50270	released
260c1dd7-d6f8-4337-9bba-5de192fc5af3	b9ae9879-7540-45b0-ad92-7a49e8d338dd.mirbase21.mirnas.quantification.txt	f3431e54487f52874567a9bc029a8f72	49953	released
7fc4859d-6045-4eef-9688-4ecdb7e5eede	addaf3a8-26ce-45e8-b8b1-885f22e567a7.mirbase21.mirnas.quantification.txt	8153bbbd8492619daf8a26f51e0d654f	50272	released
c487acbe-618e-4444-903b-28c7a6fdffa0	0a9ba940-6d73-458b-825f-c8c9f93f89da.mirbase21.mirnas.quantification.txt	0c4beb2a1f60c35924c9f5b93635e807	50165	released
4aa26af5-b589-49f4-ab6f-e00fda1ea56c	97a8ecaf-5ef9-4da0-9ba0-fed6fd2fc2e2.mirbase21.mirnas.quantification.txt	bf7e4ee4b88a0c8397e03b6f0fd9446a	50199	released
c4d1f019-3e1d-42a3-8f78-4ff63b25b4af	827ff7db-cd52-431b-98b9-54c39edc9bf6.mirbase21.mirnas.quantification.txt	45de6459f74b5cfe603f943795d79218	50311	released
ab865a79-8928-4178-8aff-44a95e43e697	4d63ecc3-6cba-4893-88bf-d7b927b99cd4.mirbase21.mirnas.quantification.txt	2a893251c53fbda29f1b1a5428e55326	50405	released
386303b0-03dc-4202-8af9-fb7373909c84	121dd872-3ed8-4cc8-9db2-63aa2338b95a.mirbase21.mirnas.quantification.txt	7b00fccd6754dee0223377a4678fbe83	50309	released
e7d55838-b9ad-4147-8ad2-cbe0dd6d5f24	9a791d34-eea4-484f-b1ea-2bc8e6a3327c.mirbase21.mirnas.quantification.txt	7a72480804010b24cff9d7ac6558be93	50188	released
3d914f61-568a-4f5c-a97a-54be972c5e5f	b4a647b8-2900-49ac-b331-e542d890207b.mirbase21.mirnas.quantification.txt	3bb0cc7e17f18fc9c43b8ea2e8b74e41	50158	released
7cf82d45-89d9-4bd3-8776-cb1eb0c321f0	289486b7-8213-4229-a5fe-1f2a9a25e730.mirbase21.mirnas.quantification.txt	ce060cb2aaad8bd827c0fe4431fafda4	50140	released
8780c854-7eaf-42e9-a4cc-31222f8a3025	93a009ac-6568-44e6-b575-6f3f44bfc4a2.mirbase21.mirnas.quantification.txt	5b213ed6328c9f393fd5518efe1380f4	50102	released
89bbfa2d-ba3d-4f14-bf01-7292e5958215	636c9329-44fb-4dd4-b0d6-2bf0bc9531de.mirbase21.mirnas.quantification.txt	818f831ab008a89422f911909e288dd7	50246	released
