miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	36814	8141.921652	N
hsa-let-7a-2	36723	8121.795752	Y
hsa-let-7a-3	36895	8159.835914	N
hsa-let-7b	48718	10774.654725	N
hsa-let-7c	34933	7725.912671	Y
hsa-let-7d	1258	278.223976	N
hsa-let-7e	17081	3777.697717	N
hsa-let-7f-1	12553	2776.268335	N
hsa-let-7f-2	12977	2870.041758	N
hsa-let-7g	2062	456.039617	N
hsa-let-7i	1796	397.210064	N
hsa-mir-1-1	6	1.326982	N
hsa-mir-1-2	4	0.884655	N
hsa-mir-100	63683	14084.369983	N
hsa-mir-101-1	26129	5778.787169	N
hsa-mir-101-2	26287	5813.731039	N
hsa-mir-103a-1	46876	10367.271129	Y
hsa-mir-103a-2	46694	10327.019330	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	4	0.884655	N
hsa-mir-105-2	3	0.663491	N
hsa-mir-106a	113	24.991502	Y
hsa-mir-106b	1404	310.513881	N
hsa-mir-107	294	65.022137	Y
hsa-mir-10a	9020	1994.896868	N
hsa-mir-10b	91868	20317.869786	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	1	0.221164	N
hsa-mir-1180	110	24.328011	N
hsa-mir-1181	1	0.221164	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	1	0.221164	N
hsa-mir-1185-2	2	0.442327	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	7	1.548146	N
hsa-mir-1225	1	0.221164	N
hsa-mir-1226	6	1.326982	N
hsa-mir-1227	1	0.221164	N
hsa-mir-1228	18	3.980947	N
hsa-mir-1229	0	0.000000	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	6	1.326982	N
hsa-mir-124-2	13	2.875129	N
hsa-mir-124-3	11	2.432801	N
hsa-mir-1243	1	0.221164	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	89	19.683572	N
hsa-mir-1248	4	0.884655	N
hsa-mir-1249	6	1.326982	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	127	28.087794	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	0	0.000000	N
hsa-mir-1254-2	0	0.000000	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	6972	1541.953544	N
hsa-mir-125b-1	7642	1690.133245	N
hsa-mir-125b-2	8054	1781.252702	N
hsa-mir-126	15426	3411.671739	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	8	1.769310	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	16	3.538620	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	1	0.221164	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	3347	740.235013	N
hsa-mir-1270	7	1.548146	N
hsa-mir-1271	24	5.307930	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	1	0.221164	N
hsa-mir-1276	3	0.663491	N
hsa-mir-1277	2	0.442327	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	564	124.736345	N
hsa-mir-128-2	300	66.349120	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	0	0.000000	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	78	17.250771	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	25	5.529093	N
hsa-mir-129-2	26	5.750257	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	1	0.221164	N
hsa-mir-1292	1	0.221164	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	3	0.663491	N
hsa-mir-1295a	2	0.442327	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	23	5.086766	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	33	7.298403	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	1	0.221164	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	0	0.000000	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	20	4.423275	N
hsa-mir-1307	2264	500.714691	N
hsa-mir-130a	430	95.100405	N
hsa-mir-130b	63	13.933315	N
hsa-mir-132	484	107.043247	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	12	2.653965	N
hsa-mir-133a-2	14	3.096292	Y
hsa-mir-133b	1	0.221164	Y
hsa-mir-134	741	163.882326	N
hsa-mir-1343	4	0.884655	N
hsa-mir-135a-1	103	22.779864	N
hsa-mir-135a-2	137	30.299431	N
hsa-mir-135b	1	0.221164	N
hsa-mir-136	242	53.521623	N
hsa-mir-137	7	1.548146	N
hsa-mir-138-1	43	9.510041	N
hsa-mir-138-2	27	5.971421	N
hsa-mir-139	178	39.367144	N
hsa-mir-140	6796	1503.028727	N
hsa-mir-141	13	2.875129	N
hsa-mir-142	4469	988.380721	N
hsa-mir-143	153091	33858.176987	N
hsa-mir-144	2786	616.162159	N
hsa-mir-145	2456	543.178127	N
hsa-mir-1468	118	26.097320	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	106	23.443356	N
hsa-mir-146b	1604	354.746627	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	0	0.000000	N
hsa-mir-148a	21514	4758.116543	N
hsa-mir-148b	414	91.561785	N
hsa-mir-149	116	25.654993	N
hsa-mir-150	2568	567.948465	N
hsa-mir-151a	3327	735.811738	N
hsa-mir-151b	9	1.990474	N
hsa-mir-152	1240	274.243028	N
hsa-mir-153-1	35	7.740731	N
hsa-mir-153-2	483	106.822083	N
hsa-mir-1537	1	0.221164	N
hsa-mir-1538	0	0.000000	N
