miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	84303	11924.205488	N
hsa-let-7a-2	84122	11898.604012	Y
hsa-let-7a-3	85106	12037.785515	N
hsa-let-7b	181785	25712.509574	N
hsa-let-7c	58711	8304.354868	Y
hsa-let-7d	3974	562.100905	N
hsa-let-7e	10255	1450.514540	N
hsa-let-7f-1	17996	2545.437315	N
hsa-let-7f-2	17793	2516.724058	N
hsa-let-7g	3964	560.686459	N
hsa-let-7i	3876	548.239333	N
hsa-mir-1-1	17	2.404558	N
hsa-mir-1-2	14	1.980225	N
hsa-mir-100	123349	17447.051976	Y
hsa-mir-101-1	65271	9232.231550	N
hsa-mir-101-2	65928	9325.160663	N
hsa-mir-103a-1	78688	11129.993967	Y
hsa-mir-103a-2	79093	11187.279037	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	574	81.189210	N
hsa-mir-105-2	526	74.399868	N
hsa-mir-106a	134	18.953579	Y
hsa-mir-106b	3759	531.690313	N
hsa-mir-107	807	114.145805	Y
hsa-mir-10a	339	47.949725	N
hsa-mir-10b	1496	211.601146	N
hsa-mir-1178	1	0.141445	N
hsa-mir-1179	11	1.555891	N
hsa-mir-1180	666	94.202114	N
hsa-mir-1181	4	0.565778	N
hsa-mir-1182	1	0.141445	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	5	0.707223	N
hsa-mir-1185-2	4	0.565778	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	5	0.707223	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	214	30.269148	N
hsa-mir-1225	4	0.565778	N
hsa-mir-1226	44	6.223563	N
hsa-mir-1227	1	0.141445	N
hsa-mir-1228	15	2.121669	N
hsa-mir-1229	33	4.667672	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	1	0.141445	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	1105	156.296301	N
hsa-mir-124-2	1045	147.809624	N
hsa-mir-124-3	1120	158.417970	N
hsa-mir-1243	9	1.273002	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	45	6.365008	N
hsa-mir-1248	0	0.000000	N
hsa-mir-1249	179	25.318586	N
hsa-mir-1250	24	3.394671	N
hsa-mir-1251	124	17.539132	N
hsa-mir-1252	2	0.282889	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	2	0.282889	N
hsa-mir-1254-2	1	0.141445	N
hsa-mir-1255a	4	0.565778	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	2	0.282889	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	28	3.960449	N
hsa-mir-125a	5268	745.130239	N
hsa-mir-125b-1	15697	2220.256142	N
hsa-mir-125b-2	16480	2331.007277	N
hsa-mir-126	7333	1037.213371	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	17	2.404558	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	10	1.414446	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	2	0.282889	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	15049	2128.600031	N
hsa-mir-1270	27	3.819005	N
hsa-mir-1271	118	16.690465	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	3	0.424334	N
hsa-mir-1276	9	1.273002	N
hsa-mir-1277	12	1.697335	N
hsa-mir-1278	1	0.141445	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	13287	1879.374617	N
hsa-mir-128-2	9931	1404.686484	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	6	0.848668	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	599	84.725325	N
hsa-mir-1288	6	0.848668	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	2276	321.927947	N
hsa-mir-129-2	2282	322.776614	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	7	0.990112	N
hsa-mir-1292	2	0.282889	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	2	0.282889	N
hsa-mir-1295a	1	0.141445	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	872	123.339705	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	29	4.101894	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	142	20.085136	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	3	0.424334	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	211	29.844814	N
hsa-mir-1307	8306	1174.838983	N
hsa-mir-130a	386	54.597622	N
hsa-mir-130b	411	58.133737	N
hsa-mir-132	4612	652.342570	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	60	8.486677	Y
hsa-mir-133a-2	78	11.032680	Y
hsa-mir-133b	8	1.131557	Y
hsa-mir-134	4161	588.551048	N
hsa-mir-1343	18	2.546003	N
hsa-mir-135a-1	190	26.874477	N
hsa-mir-135a-2	97	13.720128	N
hsa-mir-135b	3	0.424334	N
hsa-mir-136	622	87.978551	N
hsa-mir-137	441	62.377076	N
hsa-mir-138-1	216	30.552037	N
hsa-mir-138-2	137	19.377912	N
hsa-mir-139	4667	660.122024	N
hsa-mir-140	17088	2417.005603	N
hsa-mir-141	10	1.414446	N
hsa-mir-142	3140	444.136095	N
hsa-mir-143	46045	6512.817358	N
hsa-mir-144	3191	451.349771	N
hsa-mir-145	1989	281.333342	N
hsa-mir-1468	78	11.032680	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	70	9.901123	N
hsa-mir-146b	1352	191.233121	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	6	0.848668	N
hsa-mir-148a	8831	1249.097407	N
hsa-mir-148b	1128	159.549527	N
hsa-mir-149	1727	244.274852	N
hsa-mir-150	674	95.333671	N
hsa-mir-151a	20977	2967.083716	N
hsa-mir-151b	49	6.930786	N
hsa-mir-152	1274	180.200441	N
hsa-mir-153-1	182	25.742920	N
hsa-mir-153-2	2084	294.770580	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	1	0.141445	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	168	23.762696	N
hsa-mir-155	142	20.085136	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	1252	177.088660	N
hsa-mir-15b	952	134.655275	N
hsa-mir-16-1	1698	240.172958	N
hsa-mir-16-2	1683	238.051289	N
hsa-mir-17	4901	693.220064	Y
hsa-mir-181a-1	73115	10341.723121	N
hsa-mir-181a-2	94672	13390.844714	N
hsa-mir-181b-1	12216	1727.887433	N
hsa-mir-181b-2	11410	1613.883072	N
hsa-mir-181c	4296	607.646072	N
hsa-mir-181d	464	65.630302	N
hsa-mir-182	19490	2756.755572	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	7587	1073.140304	N
hsa-mir-184	74	10.466902	N
hsa-mir-185	1291	182.605000	N
hsa-mir-186	1989	281.333342	N
hsa-mir-187	22	3.111782	N
hsa-mir-188	9	1.273002	N
hsa-mir-18a	89	12.588571	Y
hsa-mir-18b	10	1.414446	Y
hsa-mir-1908	2	0.282889	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	63	8.911011	N
hsa-mir-190b	3	0.424334	N
hsa-mir-191	2824	399.439596	N
hsa-mir-1910	1	0.141445	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	7	0.990112	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	2	0.282889	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	2928	414.149837	Y
hsa-mir-193a	637	90.100221	N
hsa-mir-193b	302	42.716274	N
hsa-mir-194-1	604	85.432548	N
hsa-mir-194-2	690	97.596785	N
hsa-mir-195	246	34.795376	N
hsa-mir-196a-1	0	0.000000	N
hsa-mir-196a-2	3	0.424334	N
hsa-mir-196b	58	8.203788	N
hsa-mir-197	15306	2164.951297	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	85	12.022792	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	173	24.469919	Y
hsa-mir-199a-2	281	39.745937	Y
hsa-mir-199b	322	45.545166	Y
hsa-mir-19a	104	14.710240	N
hsa-mir-19b-1	379	53.607510	N
hsa-mir-19b-2	398	56.294957	N
hsa-mir-200a	65	9.193900	N
hsa-mir-200b	39	5.516340	N
hsa-mir-200c	68	9.618234	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	914	129.280379	N
hsa-mir-203b	68	9.618234	N
hsa-mir-204	594	84.018102	N
hsa-mir-205	2	0.282889	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	1	0.141445	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	1	0.141445	N
